*
* $Id: book.dat,v 1.1.1.1 1996/03/07 15:18:00 mclareni Exp $
*
* $Log: book.dat,v $
* Revision 1.1.1.1  1996/03/07 15:18:00  mclareni
* Fatmen
*
*
 TAP1  1317  8-AUG-1992 18:17:48.34  8-AUG-1992 19:02:18.95 MJ0225     1   77777    51218       1   5595    11
 TAP1  1318  8-AUG-1992 19:29:47.60  8-AUG-1992 21:43:06.66 MJ0225     2   77777    12527       1   1236     2
 TAP1  1319  8-AUG-1992 21:44:25.59  8-AUG-1992 22:24:52.11 MJ0225     3   77777    50106       1   5613    11
 TAP1  1320  8-AUG-1992 22:24:58.94  8-AUG-1992 23:03:01.65 MJ0225     4   77777    49412       1   5618    11
 TAP1  1321  8-AUG-1992 23:03:09.39  8-AUG-1992 23:54:51.96 MJ0225     5   77777    51666       1   5584    11
 TAP1  1322  8-AUG-1992 23:54:58.97  9-AUG-1992 00:35:39.91 MJ0225     6   77777    49561       1   5595    11
 TAP1  1323  9-AUG-1992 00:35:47.83  9-AUG-1992 04:55:05.83 MJ0225     7   77777    51910       1   5696    11
 TAP1  1324  9-AUG-1992 04:55:13.70  9-AUG-1992 07:27:43.84 MJ0225     8   77777    50069       1   5655    11
 TAP1  1325  9-AUG-1992 07:27:51.74  9-AUG-1992 08:09:58.15 MJ0225     9   77777    50689       1   5600    11
 TAP1  1326  9-AUG-1992 08:10:04.98  9-AUG-1992 08:48:50.88 MJ0225    10   77777    49993       1   5607    11
 TAP1  1327  9-AUG-1992 08:48:58.94  9-AUG-1992 09:31:19.59 MJ0225    11   77777    50201       1   5619    11
 TAP1  1328  9-AUG-1992 09:31:27.51  9-AUG-1992 10:13:19.50 MJ0225    12   77777    49917       1   5587    11
 TAP1  1329  9-AUG-1992 10:13:27.33  9-AUG-1992 10:53:53.02 MJ0225    13   77777    50131       1   5615    11
 TAP1  1330  9-AUG-1992 10:54:00.84  9-AUG-1992 11:34:40.93 MJ0225    14   77777    50104       1   5616    11
 TAP1  1331  9-AUG-1992 11:52:48.62  9-AUG-1992 12:32:45.61 MJ0225    15   77777    49815       1   5624    11
 TAP1  1332  9-AUG-1992 12:33:36.84  9-AUG-1992 13:12:50.36 MJ0225    16   77777    49152       1   5594    11
 TAP1  1333  9-AUG-1992 13:12:57.37  9-AUG-1992 13:51:57.45 MJ0225    17   77777    49294       1   5595    11
 TAP1  1334  9-AUG-1992 13:52:04.60  9-AUG-1992 14:38:02.18 MJ0225    18   77777    50088       1   5600    11
 TAP1  1335  9-AUG-1992 14:38:09.29  9-AUG-1992 15:16:26.10 MJ0225    19   77777    49351       1   5606    11
 TAP1  1336  9-AUG-1992 15:16:33.95  9-AUG-1992 15:55:47.64 MJ0225    20   77777    49281       1   5593    11
 TAP1  1337  9-AUG-1992 16:02:57.51  9-AUG-1992 16:32:16.38 MJ0226     1   77777    53026       1   5035    10
 TAP1  1338  9-AUG-1992 16:53:51.93  9-AUG-1992 17:11:09.12 MJ0226     2   77777    49593       1   5618    11
 TAP1  1339  9-AUG-1992 17:11:36.89  9-AUG-1992 22:20:30.07 MJ0226     3   77777    43102       1   4624     8
 TAP1  1340 10-AUG-1992 13:35:18.24 10-AUG-1992 14:22:23.32 MJ0227     1   77777    50872       1   5597    11
 TAP1  1341 10-AUG-1992 14:22:30.44 10-AUG-1992 15:07:59.22 MJ0227     2   77777    50936       1   5597    11
 TAP1  1342 10-AUG-1992 15:17:27.61 10-AUG-1992 16:07:01.51 MJ0227     3   77777    51508       1   5602    11
 TAP1  1343 10-AUG-1992 16:08:48.26 10-AUG-1992 16:51:54.19 MJ0227     4   77777    51142       1   5602    11
 TAP1  1344 10-AUG-1992 16:52:02.02 10-AUG-1992 17:41:35.01 MJ0227     5   77777    52291       1   5615    11
 TAP1  1345 10-AUG-1992 17:41:42.11 10-AUG-1992 18:23:06.02 MJ0227     6   77777    51013       1   5608    11
 TAP1  1346 10-AUG-1992 18:23:13.82 10-AUG-1992 19:03:39.60 MJ0227     7   77777    51150       1   5604    11
 TAP1  1347 10-AUG-1992 19:03:47.16 10-AUG-1992 19:57:39.53 MJ0227     8   77777    52070       1   5594    11
 TAP1  1348 10-AUG-1992 19:57:47.13 10-AUG-1992 20:42:32.16 MJ0227     9   77777    51091       1   5612    11
 TAP1  1349 10-AUG-1992 20:42:39.99 10-AUG-1992 21:22:51.31 MJ0227    10   77777    50290       1   5615    11
 TAP1  1350 10-AUG-1992 21:22:59.13 10-AUG-1992 22:02:56.01 MJ0227    11   77777    50576       1   5601    11
 TAP1  1351 10-AUG-1992 22:03:03.10 10-AUG-1992 22:43:58.31 MJ0227    12   77777    50727       1   5612    11
 TAP1  1352 10-AUG-1992 22:44:05.51 10-AUG-1992 23:24:46.22 MJ0227    13   77777    50747       1   5577    11
 TAP1  1353 10-AUG-1992 23:24:51.67 11-AUG-1992 00:07:29.45 MJ0227    14   77777    50946       1   5589    11
 TAP1  1354 11-AUG-1992 00:07:36.98 11-AUG-1992 00:46:50.89 MJ0227    15   77777    50693       1   5612    11
 TAP1  1355 11-AUG-1992 00:46:58.79 11-AUG-1992 01:26:41.22 MJ0227    16   77777    50997       1   5592    11
 TAP1  1356 11-AUG-1992 01:26:49.20 11-AUG-1992 02:04:36.33 MJ0227    17   77777    50570       1   5595    11
 TAP1  1357 11-AUG-1992 02:04:44.15 11-AUG-1992 02:44:12.27 MJ0227    18   77777    50653       1   5588    11
 TAP1  1358 11-AUG-1992 02:44:20.13 11-AUG-1992 03:22:36.15 MJ0227    19   77777    50511       1   5581    11
 TAP1  1359 11-AUG-1992 03:22:44.13 11-AUG-1992 04:02:55.29 MJ0227    20   77777    50708       1   5617    11
 TAP1  1360 11-AUG-1992 04:03:16.80 11-AUG-1992 04:44:12.02 MJ0228     1   77777    50650       1   5589    11
 TAP1  1361 11-AUG-1992 04:44:19.77 11-AUG-1992 05:23:19.17 MJ0228     2   77777    50420       1   5585    11
 TAP1  1362 11-AUG-1992 05:23:26.41 11-AUG-1992 06:01:57.50 MJ0228     3   77777    50680       1   5599    11
 TAP1  1363 11-AUG-1992 06:02:05.46 11-AUG-1992 06:41:18.98 MJ0228     4   77777    50897       1   5612    11
 TAP1  1364 11-AUG-1992 06:41:26.68 11-AUG-1992 07:21:38.11 MJ0228     5   77777    50720       1   5601    11
 TAP1  1365 11-AUG-1992 07:21:45.94 11-AUG-1992 08:18:16.41 MJ0228     6   77777    52004       1   5615    11
 TAP1  1366 11-AUG-1992 08:18:23.61 11-AUG-1992 09:01:28.33 MJ0228     7   77777    51142       1   5595    11
 TAP1  1367 11-AUG-1992 09:16:27.73 11-AUG-1992 10:00:01.80 MJ0228     8   77777    51197       1   5589    11
 TAP1  1368 11-AUG-1992 10:00:09.71 11-AUG-1992 10:46:20.95 MJ0228     9   77777    51561       1   5588    11
 TAP1  1369 11-AUG-1992 10:55:35.54 11-AUG-1992 12:09:08.76 MJ0228    10   77777    47292       1   4830     9
 TAP1  1370 11-AUG-1992 12:17:40.03 11-AUG-1992 12:59:47.06 MJ0228    11   77777    51191       1   5622    11
 TAP1  1371 11-AUG-1992 12:59:53.94 11-AUG-1992 13:43:42.16 MJ0228    12   77777    50792       1   5593    11
 TAP1  1372 11-AUG-1992 13:49:49.42 11-AUG-1992 14:33:08.48 MJ0228    13   77777    50403       1   5591    11
 TAP1  1373 11-AUG-1992 14:34:41.95 11-AUG-1992 15:19:27.58 MJ0228    14   77777    50626       1   5614    11
 TAP1  1374 11-AUG-1992 18:55:25.42 11-AUG-1992 19:39:07.86 MJ0229     1   77777    49742       1   5605    11
 TAP1  1375 11-AUG-1992 19:40:56.46 11-AUG-1992 20:21:51.04 MJ0229     2   77777    50078       1   5598    11
 TAP1  1376 11-AUG-1992 20:21:59.01 11-AUG-1992 21:21:50.83 MJ0229     3   77777    50160       1   5612    11
 TAP1  1377 11-AUG-1992 21:21:57.80 11-AUG-1992 22:04:48.39 MJ0229     4   77777    50494       1   5580    11
 TAP1  1378 11-AUG-1992 22:04:55.60 11-AUG-1992 22:43:41.05 MJ0229     5   77777    49786       1   5591    11
 TAP1  1379 11-AUG-1992 22:43:49.12 11-AUG-1992 23:23:31.41 MJ0229     6   77777    50059       1   5615    11
 TAP1  1380 11-AUG-1992 23:23:39.21 12-AUG-1992 00:03:07.32 MJ0229     7   77777    49878       1   5585    11
 TAP1  1381 12-AUG-1992 00:17:38.18 12-AUG-1992 00:57:36.01 MJ0229     8   77777    50199       1   5611    11
 TAP1  1382 12-AUG-1992 00:57:44.02 12-AUG-1992 01:38:38.33 MJ0229     9   77777    50468       1   5596    11
 TAP1  1383 12-AUG-1992 01:38:45.37 12-AUG-1992 02:20:23.81 MJ0229    10   77777    50230       1   5604    11
 TAP1  1384 12-AUG-1992 02:20:31.66 12-AUG-1992 03:20:23.86 MJ0229    11   77777    50944       1   5611    11
 TAP1  1385 12-AUG-1992 03:20:31.55 12-AUG-1992 03:58:18.83 MJ0229    12   77777    49815       1   5591    11
 TAP1  1386 12-AUG-1992 03:58:26.80 12-AUG-1992 04:40:18.75 MJ0229    13   77777    50401       1   5600    11
 TAP1  1387 12-AUG-1992 04:40:26.50 12-AUG-1992 05:21:06.68 MJ0229    14   77777    50336       1   5592    11
 TAP1  1388 12-AUG-1992 05:21:13.81 12-AUG-1992 06:02:09.00 MJ0229    15   77777    50223       1   5591    11
 TAP1  1389 12-AUG-1992 06:02:16.84 12-AUG-1992 06:48:13.75 MJ0229    16   77777    43471       1   4710     9
